Race Name,Distance,Street,Road,Paved,Asphalt,Path,Cycleway,Unpaved,State Road,Cobblestones,Unknown,Compacted Gravel,Off-grid (unknown),Singletrack,Access Road,Alpine,Net Gain,Lowest Elevation,Highest Elevation,Vertical Gain,Downhill
2022 Medzinarodne dni cyklistiky Dubnica nad Vahom Prologue,9.858,0.542,8.59,0.1,8.96,0.537,,,,0.342,0.384,,0.189,,,,,271,322,80,80
2022 Medzinarodne dni cyklistiky Dubnica nad Vahom Stage 1,96.55,3.72,91.4,1.15,95.4,,,,1.43,,,,,,,,,221,459,1110,1110
2022 Medzinarodne dni cyklistiky Dubnica nad Vahom Stage 2,126.549,4.43,108,5.07,120,0.219,,,13.9,,0.225,0.542,,,,,,236,773,2190,2190
2022 Memorial Andrzeja Trochanowskiego,139.05,9.05,130,73.3,65.9,,,,,,,,,,,,10,100,125,250,240
2022 Memorial Henryka Lasaka,145.233,2.12,143,8.69,134,0.113,,,,0.109,1.86,,,,,,-10,398,809,3190,3200
2022 Memorial Jana Magiery,148.314,10.1,117,22.3,124,0.514,20.7,0.514,,1.1,,,,,,,,311,525,2550,2550
2022 Memorial Marco Pantani,188.64,12.3,171,29.6,158,,1.65,,2.84,,0.861,,0.85,,,,-30,-1,403,2820,2850
2022 Memorial Rik Van Steenbergen ,174.6,54.1,71.5,124,46.5,,49,,,4.22,,,,,,,,13,41,310,310
2022 Menen Kemmel Menen,133.7,11.7,92.8,41.9,90.4,,29.2,,,1.36,,,,,,,-10,13,150,710,720
2022 Merxem Classic,104,11.3,14.2,54.6,43.8,,64.7,,13.8,5.49,,,,,,,,-1,9,180,180
2022 National Road Championships - Belgium,164,47.8,93.1,89.5,74.5,,23.1,,,,,,,,,,10,21,78,970,960
2022 National Road Championships - France - ITT,18.954,0.154,18.8,5.05,13.9,,,,,,,,,,,,100,63,176,250,150
2022 National Road Championships - France,163,,163,65.7,97.8,,,,,,,,,,,,,112,189,2040,2040
2022 Oita Urban Classic,150.92,28.6,118,1.11,118,1.11,,,,,31.8,,3.21,,,,,48,120,1830,1830
2022 Okolo jiznich Cech ,7.49,2.38,3.54,2.73,3.01,,1.57,,,,1.75,,,,,,,532,593,90,90
2022 Okolo Slovenska ,7.016,0.946,2.24,,6.96,,,,3.83,,,,,,,,,133,137,10,10
2022 Omloop van het Houtland,195.941,23.7,125,108,81.6,,46.6,,0.641,6.62,,,,,,,20,2,46,460,440
2022 One Belt One Road Nation's Cup Hungary Prologue,3.905,,2.02,0.408,3.5,0.435,0.657,,0.793,,,,,,,,,104,110,10,10
2022 One Belt One Road Nation's Cup Hungary Stage 1,113.09,6.35,105,6.35,107,,1.74,,,,,,,,,,-10,90,102,160,170
2022 One Belt One Road Nation's Cup Hungary Stage 2,120.91,4.57,68.4,5.62,107,1.93,6.74,0.573,31.3,,8.11,,7.97,,,,,93,121,250,250
2022 Orlen Nations Grand Prix Stage 1,156.474,0.494,146,22.5,129,1.4,6.17,0.373,1.36,2.87,1.8,,1.05,,,,10,103,192,730,720
2022 Orlen Nations Grand Prix Stage 2,136.02,4.01,129,1.75,134,,,,3.01,0.639,,,,,,,,111,199,580,580
2022 Paris - Bourges,193.136,0.643,172,3.35,189,,3.7,,16.4,,0.393,,0.393,,,,10,125,391,1830,1820
2022 Paris - Tours Elite,213.969,10.9,180,24.1,180,8.62,4.77,8.1,9.1,,0.579,0.822,0.579,,,,-80,40,213,1140,1220
2022 Paris - Tours Espoirs,178.029,10.8,144,24,144,8.62,4.86,8.1,9.17,,0.579,0.822,0.579,,,,-100,40,213,1030,1130
2022 Petronas Le Tour de Langkawi Stage 1,159.893,,72,,159,,,,87.2,,0.72,,0.693,,,,-60,33,309,1680,1740
2022 Petronas Le Tour de Langkawi Stage 2,180.497,,44.2,0.604,180,,,,136,,0.297,,0.297,,,,10,48,207,1320,1310
2022 Petronas Le Tour de Langkawi Stage 3,120.293,0.293,66.8,,97.8,,,0.788,31.1,,22.4,,22.1,0.836,,,1640,12,1649,2920,1280
2022 Petronas Le Tour de Langkawi Stage 4,134.8,,81.7,,135,,,,53.1,,,,,,,,50,,87,440,390
2022 Petronas Le Tour de Langkawi Stage 5,173.681,,25.4,,174,,0.281,,148,,,,,,,,-10,13,565,1640,1650
2022 Petronas Le Tour de Langkawi Stage 6,118.759,0.558,2.4,,118,0.172,,,115,0.382,0.644,,0.629,,,,,-9,49,290,290
2022 Petronas Le Tour de Langkawi Stage 7,105.9,,30.8,,106,,,,75.1,,,,,,,,,2,78,910,910
2022 Petronas Le Tour de Langkawi Stage 8,114.6,,36.1,,115,,,,78.5,,,,,,,,10,2,78,1050,1040
2022 PostNord Danmark Rundt - Tour of Denmark Stage 1,222.321,9.98,167,39,179,,44.1,,0.259,2.7,0.993,,0.982,,,,-30,,114,930,960
2022 PostNord Danmark Rundt - Tour of Denmark Stage 2,12.36,,11,,11.8,,1.36,,,0.488,,,,,,,-10,3,41,60,70
2022 PostNord Danmark Rundt - Tour of Denmark Stage 3,240.237,7.1,192,16.2,213,2.92,37.5,9.64,,0.436,1.03,,0.717,,,,40,,119,1290,1250
2022 PostNord Danmark Rundt - Tour of Denmark Stage 4,166.641,3.13,142,14,152,,21,,0.511,,,0.177,,,,,-20,,43,870,890
2022 PostNord Danmark Rundt - Tour of Denmark Stage 5,126.28,8.88,92.9,11.5,115,,24.5,,,,,,,,,,-20,3,113,1480,1500
2022 Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini Prologue,2.531,,,,2.31,0.921,1.61,0.234,,,0.265,,,0.266,,,,41,42,10,10
2022 Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 1,117.47,7.76,103,1.91,110,,1.91,,3.23,4.13,1.57,,1.57,,,,,33,56,260,260
2022 Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 2,118.573,,100,13.5,106,,0.573,,18,,,,,,,,,11,311,550,550
2022 Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 3,125.205,4,84,10.7,113,0.638,0.459,,35.4,,1.35,,0.708,,,,20,14,206,1110,1090
2022 Primus Classic,198.84,17.3,123,48.3,148,,54.6,,3.94,2.86,,,,,,,-40,9,162,1750,1790
2022 Princess Anna Vasa Tour Stage 1,111.954,0.144,109,10.6,101,,2.81,0.168,,,,,,0.154,,,,56,112,810,810
2022 Princess Anna Vasa Tour Stage 2,126.22,,123,10.6,110,3.22,,5,,,0.782,,,,,,,47,108,800,800
2022 Princess Anna Vasa Tour Stage 3,17.98,0.18,17.8,,18,,,,,,,,,,,,10,73,99,70,60
2022 Prueba Villafranca - Ordiziako Klasika,166.56,5.62,157,,165,2.6,1.34,,,1.29,0.513,,,,,,,93,402,2400,2400
2022 Puchar MON,162.444,3.85,157,,160,0.732,,,,,1.82,,0.862,,,,,136,164,620,620
2022 Ronde de l'Isard Stage 1,157.194,0.554,134,7.27,148,,1.64,1.27,21,,,,,,,,160,74,367,990,830
2022 Ronde de l'Isard Stage 2-1,22.466,0.336,19.8,,22.5,,,,2.33,,,,,,,,-10,428,642,320,330
2022 Ronde de l'Isard Stage 2-2,24.9,,24.9,,24.9,,,,,,,,,,,,1150,686,1838,1390,240
2022 Ronde de l'Isard Stage 3,126.67,0.17,109,0.17,126,,11.4,,6.1,,,,,,,,890,388,1517,2880,1990
2022 Ronde de l'Isard Stage 4,130.439,0.429,110,21.8,109,,8.61,,11.4,,,,,,,,1290,196,1511,3340,2050
2022 Ronde de l'Isard Stage 5,153.654,0.704,124,0.419,153,,5.05,,23.9,,0.157,,,,,,,394,1568,3110,3110
2022 Ronde van de Achterhoek,204.94,19.2,121,50,112,18.7,37.8,7.93,6.19,21,2.37,11.5,1.9,0.213,0.15,,-10,8,80,540,550
2022 Ruota d'Oro - GP Festa del Perdono,171.21,5.23,160,11.2,160,,,,5.98,,,,,,,,-10,130,324,1850,1860
2022 Sazka Tour Stage 1,197.84,1.5,195,1.67,196,0.776,0.564,,,,,,,,,,-10,223,645,2010,2020
2022 Sazka Tour Stage 2,189.27,11.5,137,5.72,184,,3.97,,36.8,,,,,,,,690,258,1018,3270,2580
2022 Sazka Tour Stage 3,149,3.9,112,1.4,148,,,,33.1,,,,,,,,940,234,1323,3000,2060
2022 Sazka Tour Stage 4,180.5,14.9,110,6.08,174,,1.1,,54.5,,,,,,,,-30,273,1007,3260,3290
2022 Scandinavian Race in Uppsala 1909-2022,198.6,53.1,81.1,34.3,158,,64.4,2.76,,,5.98,,,2.39,,,,11,53,1520,1520
2022 Schaal Sels Merksem,127.1,13.8,17.3,66.8,53.6,,79.1,,16.9,6.71,,,,,,,,1,5,220,220
2022 Sibiu Cycling Tour Prologue,2.331,1.49,0.657,,2.08,,,,,,0.226,,0.184,,,,,459,489,20,20
2022 Sibiu Cycling Tour Stage 1,206.759,0.759,50,0.1,207,,,0.137,156,,,,,,,,140,324,1711,4020,3880
2022 Sibiu Cycling Tour Stage 2,178.785,0.485,76.3,0.405,179,,,,102,,,,,,,,1630,286,2035,2780,1150
2022 Sibiu Cycling Tour Stage 3-1,12.5,,12.5,,12.5,,,,,,,,,,,,650,646,1300,660,10
2022 Sibiu Cycling Tour Stage 3-2,98.122,0.491,66.3,0.202,97,0.106,0.628,,30,0.225,0.674,,0.597,,,,-40,324,909,1250,1290
2022 Simac Ladies Tour Stage 1,145.664,2.04,72.1,31.7,95,0.311,47.4,0.669,7.23,2.67,16.3,,16.1,0.678,0.483,,10,-7,2,210,200
2022 Simac Ladies Tour Stage 2,119.844,,62.4,5.25,110,0.144,42.6,,9.89,,4.81,0.113,4.81,,,,-20,12,51,400,420
2022 Simac Ladies Tour Stage 3,139.602,,96.9,38.1,99.1,0.942,35.5,,6.26,2.43,,,,,,,,10,93,420,420
2022 Simac Ladies Tour Stage 4,136.086,5.71,94.9,3.8,126,0.166,25.9,,5.2,1.97,4.21,,4.21,,,,10,76,208,1500,1490
2022 Simac Ladies Tour Stage 5,17.544,1.26,15.2,3.52,13.5,0.138,0.556,,,,0.529,,0.39,,,,,56,109,150,150
2022 Simac Ladies Tour Stage 6,145.16,13.6,73.9,12.6,126,,54.5,,3.16,6.21,0.107,,,,,,-60,13,110,1370,1430
2022 Sint Martinusprijs Kontich Stage 1,14.87,3.95,5.4,11.8,2.49,,5.34,,,,0.572,,0.18,,,,10,6,23,40,30
2022 Sint Martinusprijs Kontich Stage 2,130.2,20.3,56.2,63.5,64,,41.1,,12.6,2.59,0.118,,,,,,,9,26,310,310
2022 Sint Martinusprijs Kontich Stage 3,119.004,25.3,29.6,71.4,45.1,0.114,56.5,0.338,6.88,1.7,0.642,,0.61,0.338,,,-10,3,32,270,280
2022 Sint Martinusprijs Kontich Stage 4-1,10.92,4.47,4.14,7.55,3.31,,2.31,,,,,,,,,,10,10,22,30,20
2022 Sint Martinusprijs Kontich Stage 4-2,117.81,31.5,46.8,66.6,49.2,,22.8,,16.1,1.29,0.74,,0.61,,,,10,3,32,280,270
2022 Skoda Tour Luxembourg Stage 1,166.583,0.768,125,,165,0.177,0.538,,40.1,1.08,0.169,,,,,,60,182,519,2470,2410
2022 Skoda Tour Luxembourg Stage 2,164.286,2.85,136,,164,0.422,1.63,,23.2,0.452,0.219,,0.184,,,,-40,226,428,1880,1920
2022 Skoda Tour Luxembourg Stage 3,190.164,2.84,96.4,0.301,189,4.28,2.03,0.346,84.3,0.103,0.212,,0.179,,0.135,,20,133,530,2960,2940
2022 Skoda Tour Luxembourg Stage 4,26.292,,16.3,1.53,24.7,,,,9.82,,0.172,,0.172,,,,,143,294,290,290
2022 Skoda Tour Luxembourg Stage 5,180.227,3.06,104,,179,,1.61,,70,,1.47,,1.44,,0.117,,100,188,517,3180,3080
2022 Sparkassen Muensterland Giro,208.39,5.87,165,20.8,181,0.108,32.4,,2.19,4.16,2.32,0.242,2.3,,0.522,,,41,156,850,850
2022 Tour Cycliste Feminin International de l'Ardeche Stage 1,109.293,1.25,93,1.12,107,0.153,2.69,1.24,12.2,,,,,,,,250,67,423,1400,1150
2022 Tour Cycliste Feminin International de l'Ardeche Stage 2,109.4,,89.6,2.25,107,,3.7,,16.1,,,,,,,,-130,85,400,740,870
2022 Tour Cycliste Feminin International de l'Ardeche Stage 3,103.53,1.23,91.6,2.18,101,,10.7,,,,,,,,,,70,23,569,1410,1340
2022 Tour Cycliste Feminin International de l'Ardeche Stage 4,104.999,0.306,79.7,0.314,105,,0.793,,24.2,,,,,,,,40,97,755,1650,1610
2022 Tour Cycliste Feminin International de l'Ardeche Stage 5,109.878,,103,12.1,83.3,,0.429,13.8,6.17,,0.279,,0.279,,,,870,540,1541,2460,1590
2022 Tour Cycliste Feminin International de l'Ardeche Stage 6,96.367,0.577,79.7,1.29,93.9,,1.49,1.19,14.6,,,,,,,,,93,390,1050,1050
2022 Tour Cycliste Feminin International de l'Ardeche Stage 7,121.4,0.278,108,5.22,116,,0.522,,12.6,,,,,,,,,161,790,2030,2030
2022 Tour Cycliste International de la Guadeloupe Stage 1,8.89,,,7.8,1.09,,,,8.89,,,,,,,,,2,31,50,50
2022 Tour Cycliste International de la Guadeloupe Stage 10,148.445,0.724,64.4,0.44,145,,0.641,0.437,80,,2.84,,2.68,,,,10,4,66,920,910
2022 Tour Cycliste International de la Guadeloupe Stage 2,154.67,1.08,43.3,,154,,9.02,,100,,1.27,,1.27,,,,10,2,70,970,960
2022 Tour Cycliste International de la Guadeloupe Stage 3,144.08,2.12,60.9,3.62,130,1.93,11.6,2.3,60,,7.89,,7.53,,,,300,3,304,1400,1100
2022 Tour Cycliste International de la Guadeloupe Stage 4,144.03,3.11,20.8,4.02,126,1.42,7.7,2.31,100,,11.6,,11,,,,-20,2,154,1070,1090
2022 Tour Cycliste International de la Guadeloupe Stage 5,156.705,0.404,114,0.438,153,,0.851,0.567,38.7,,2.79,,2.75,,,,10,2,112,1330,1320
2022 Tour Cycliste International de la Guadeloupe Stage 6,148.683,1.5,43.6,10.5,128,0.333,7.98,1,86.9,,8.97,,8.37,,,,520,3,594,2680,2160
2022 Tour Cycliste International de la Guadeloupe Stage 7,169.78,5,103,3.74,154,1.62,9.37,1.73,40.9,,10.7,,9.89,,,,10,2,198,1350,1340
2022 Tour Cycliste International de la Guadeloupe Stage 8,30.73,,24.5,,30.7,,,,6.23,,,,,,,,,4,67,150,150
2022 Tour Cycliste International de la Guadeloupe Stage 9,135.47,4.16,28.1,8.04,123,1.37,,1.18,99.2,,3.36,,2.64,,,,260,1,593,2600,2340
2022 Tour d'Alsace Prologue,4.291,3.5,,3,1.21,,0.791,,,,,,,,,,,228,231,10,10
2022 Tour d'Alsace Stage 1,156.398,1.04,143,0.652,155,0.388,4.5,0.388,7.47,0.22,0.127,,,,,,20,164,1098,2390,2370
2022 Tour d'Alsace Stage 2,145.752,0.375,136,2.07,143,0.927,1.39,,7.06,,,0.548,,,,,890,215,1141,2600,1710
2022 Tour d'Alsace Stage 3,170.806,4.98,141,19.6,150,2.88,4.83,,16.2,,0.916,,0.916,,,,90,234,647,1890,1800
2022 Tour d'Alsace Stage 4,160.242,2.76,119,9.98,149,0.436,17.3,0.436,20.4,,0.346,,0.346,,,,,215,351,650,650
2022 Tour de DMZ Stage 1,110.01,4.65,76.3,8.1,93.2,,5.62,0.462,15.5,,8.74,,7.94,0.418,,,,,70,800,800
2022 Tour de DMZ Stage 2,87.1,3.65,79.4,3.33,83.5,,,,4.05,,0.32,,,,,,,,66,870,870
2022 Tour de DMZ Stage 3,108.702,8.51,26.7,,99.8,,,,73.2,,8.8,,0.292,,,,120,8,256,910,790
2022 Tour de DMZ Stage 4,141.783,,27.8,,141,,8.64,,105,,0.343,,0.343,,,,30,105,547,2100,2070
2022 Tour de DMZ Stage 5,111.734,11.9,9.4,11.1,99.5,0.301,,0.301,89.3,,0.833,,0.833,,,,-190,4,527,1280,1470
2022 Tour de Hokkaido Stage 1,167.65,,51.3,11.3,155,,,,115,,1.35,,1.35,,,,-260,1,683,2740,3000
2022 Tour de Hokkaido Stage 2,184.054,,117,59,125,,,,66.8,,0.254,,0.254,,,,80,2,747,2560,2480
2022 Tour de Hokkaido Stage 3,171.133,,44.9,13.1,157,,,,126,,0.233,,0.233,,,,-180,9,830,2570,2750
2022 Tour de l'Abitibi Stage 1,130.977,0.877,65,0.832,110,,44.5,16.3,17.2,,3.42,,3.4,,,,20,269,380,600,580
2022 Tour de l'Abitibi Stage 2,116.49,10.2,91.7,10.2,106,,8.86,,5.73,,,,,,,,-10,297,367,310,320
2022 Tour de l'Abitibi Stage 3-1,6.179,0.545,4.75,0.545,5.63,,0.884,,,,,,,,,,,308,329,10,10
2022 Tour de l'Abitibi Stage 3-2,52.479,2.29,0.343,1.58,50.1,,30.6,0.193,18.7,,0.546,,0.546,,,,,299,321,110,110
2022 Tour de l'Abitibi Stage 4,140.107,0.488,72,1.77,138,,17.8,,49.6,,0.219,,0.219,,,,80,297,396,400,320
2022 Tour de l'Abitibi Stage 5,115.6,,57.8,,116,,13,0.116,44.8,,,,,,,,,289,374,340,340
2022 Tour de l'Abitibi Stage 6,108.1,20.3,42.2,20.3,87.8,,20.5,,25.1,,,,,,,,,300,317,350,350
2022 Tour de l'Ain Stage 1,149.806,0.209,149,0.412,149,,,,0.597,,,,,,,,40,189,449,1140,1100
2022 Tour de l'Ain Stage 2,142.54,0.52,141,0.52,142,,,,1.02,,,,,,,,-10,201,1006,2750,2760
2022 Tour de l'Ain Stage 3,129.08,,128,7.24,122,,,,1.08,,,,,,,,90,455,1159,3360,3270
2022 Tour de l'Avenir Prologue,3.77,,,,3.86,,3.77,,,,,,,,,,,44,76,30,30
2022 Tour de l'Avenir Stage 1,120.236,0.472,117,5.5,114,0.816,1.76,0.816,0.188,,,,,,,,-10,30,105,670,680
2022 Tour de l'Avenir Stage 2,153.772,2.27,151,2.29,151,,0.502,,,,,,,,,,130,,160,650,520
2022 Tour de l'Avenir Stage 3,153.7,,142,3.61,150,,,,11.7,,,,,,,,-10,77,196,980,990
2022 Tour de l'Avenir Stage 4,142.677,,133,,143,0.127,,0.127,9.55,,,,,,,,-100,120,294,1330,1430
2022 Tour de l'Avenir Stage 5,27.957,0.485,15.7,0.509,27,,,,11.3,,0.472,,0.472,,,,90,242,356,330,240
2022 Tour de l'Avenir Stage 6,125.731,1.33,123,7.62,118,,0.994,,0.243,,0.164,,0.164,,,,290,223,688,2550,2260
2022 Tour de l'Avenir Stage 7,174.311,1.11,124,7.39,167,0.101,8.1,,41,,,,,,,,1050,297,1607,3560,2510
2022 Tour de l'Avenir Stage 8,100.16,0.34,93.4,4.23,93.3,,2.61,,1.38,,2.65,,2.33,,0.1,,1290,339,1992,3280,1990
2022 Tour de l'Avenir Stage 9,133.289,,80.7,2.94,130,,,,52,,0.589,,0.589,,,,-510,896,2755,3140,3650
2022 Tour de Okinawa,200.93,,39.7,17.8,183,,9.23,,152,,,,,,,,10,,349,3340,3330
2022 Tour de Serbie Stage 1,147.389,0.489,70,2.64,145,,,,76.9,,,,,,,,100,71,332,1170,1070
2022 Tour de Serbie Stage 2,149.674,,59.6,,150,,,,89.9,,0.174,,0.174,,,,10,111,516,1220,1210
2022 Tour de Serbie Stage 3,153.14,4.14,79.7,1.18,152,,,,69.3,,,,,,,,200,242,1255,2840,2640
2022 Tour de Serbie Stage 4,156.54,3.54,80.7,0.741,156,,,,72.3,,,,,,,,-220,238,1255,2620,2840
2022 Tour de Taiwan Stage 1,83.365,2.55,55.7,2.55,57,0.215,,,1.3,,23.8,,23.6,,,,10,7,27,350,340
2022 Tour de Taiwan Stage 2,123.714,0.749,30.5,12.6,110,0.155,4.59,,87.3,,1.12,,0.42,,,,320,2,450,1110,790
2022 Tour de Taiwan Stage 3,154.89,2.21,69.7,1.5,153,,5.18,,77.8,0.224,0.489,,,,,,260,27,766,2400,2140
2022 Tour de Taiwan Stage 4,164.99,8.69,27.3,4.55,157,,,,129,,3.19,,,,,,-20,-1,400,1110,1130
2022 Tour de Taiwan Stage 5,148.297,0.597,134,13.7,134,,13.7,,,,0.597,,,,,,,,2,180,180
2022 Tour de Vendee,206.27,6.62,195,62.1,144,,4.39,,0.26,,,,,,,,-10,5,90,1380,1390
2022 Tour du Doubs,204.427,1.31,185,6.16,198,,0.617,,17.5,,,,,,,,-80,364,1193,3240,3320
2022 Tour du Limousin - Nouvelle Aquitaine Stage 1,177.389,0.879,171,19.6,158,,,,5.51,,,,,,,,-30,221,446,1870,1900
2022 Tour du Limousin - Nouvelle Aquitaine Stage 2,185.04,1.74,154,13.8,171,,,,29.3,,,,,,,,-20,59,243,1740,1760
2022 Tour du Limousin - Nouvelle Aquitaine Stage 3,182.322,2.14,175,17.5,164,,,,4.86,,0.322,,0.322,,,,-40,93,489,2930,2970
2022 Tour du Limousin - Nouvelle Aquitaine Stage 4,173.8,13.7,146,23.2,150,,1.1,,13,,,,,,,,30,210,393,2260,2230
2022 Tour of Britain Stage 1,180.495,0.522,118,10.8,170,,0.573,,61.4,,,,,,,,640,5,648,2310,1670
2022 Tour of Britain Stage 2,175.7,,137,0.264,175,,1.5,,37.2,,,,,,,,,12,431,1900,1900
2022 Tour of Britain Stage 3,163.305,0.314,121,4.08,159,,0.591,,41.4,,,,,,,,-70,20,625,1870,1940
2022 Tour of Britain Stage 4,149.801,2.85,110,11,139,,0.351,0.151,36.6,,,,,,,,60,4,295,2170,2110
2022 Tour of Britain Stage 5,186.575,3.73,145,19.6,167,0.162,0.58,,36.9,,0.225,,0.203,,,,70,7,143,1300,1230
2022 Tour of Britain Stage 6,170.691,,106,8.55,162,0.271,6.02,,58.4,,0.271,,,,,,,12,297,1790,1790
2022 Tour of Britain Stage 7,175.935,0.396,152,14.6,160,,2.64,,20.4,,0.584,,0.499,,,,10,,270,1860,1850
2022 Tour of Britain Stage 8,148.395,5.64,79.8,0.35,148,0.155,,,62.8,,,,,,,,70,,174,1600,1530
2022 Tour of Bulgaria Prologue,0.741,0.741,,,,,,,,0.501,0.19,,,,,,,551,553,,
2022 Tour of Bulgaria Stage 1,166.104,0.304,86.1,0.164,156,,,9.46,79.7,,,,,,,,-420,162,1332,1240,1660
2022 Tour of Bulgaria Stage 2,107.711,0.222,89.4,0.765,107,0.189,,,17.9,,,,,,,,200,192,1519,1780,1580
2022 Tour of Bulgaria Stage 3-1,65.476,,64.8,26,39.5,,,,0.676,,,,,,,,-50,204,537,500,550
2022 Tour of Bulgaria Stage 3-2,127.768,0.368,65.5,8.91,119,,,,61.9,,,,,,,,-340,188,710,1450,1790
2022 Tour of Bulgaria Stage 4,140.083,1.17,64.1,50.3,88.5,0.223,,,73.5,,1.18,,1.09,,,,-280,2,829,1120,1400
2022 Tour of Bulgaria Stage 5,159.679,0.679,135,96.2,59.1,,,4.79,24,,,,,,,,90,98,645,2080,1990
2022 Tour of Iran (Azarbaijan) Stage 1,153.63,1.31,3.92,0.1,69.6,,,0.476,66,,83.4,,82.4,,,,-290,1270,1614,520,810
2022 Tour of Iran (Azarbaijan) Stage 2,146.726,0.136,2.79,0.1,121,2,,2.03,118,,23.8,,23.8,,,,-890,715,1787,880,1770
2022 Tour of Iran (Azarbaijan) Stage 3,189.75,,,,185,,,,185,,4.75,,4.75,,,,390,308,1089,2740,2350
2022 Tour of Iran (Azarbaijan) Stage 4,197.996,0.133,4.67,0.133,194,,,,193,3.1,0.193,,0.193,,,,320,1475,2098,1830,1510
2022 Tour of Iran (Azarbaijan) Stage 5,91.2,,2.5,,91.2,,,,88.7,,,,,,,,,1481,1572,960,960
2022 Tour of Leuven - Memorial Jef Scherens,199.32,63.9,76.8,57.8,127,,47.3,,6.07,8.85,5.26,,5.25,,,,20,16,100,1740,1720
2022 Tour of Mesopotamia Stage 1,190.601,0.591,6.24,0.591,189,0.369,,0.369,183,,0.401,,0.401,,,,-140,478,1186,1310,1450
2022 Tour of Mesopotamia Stage 2,190.461,0.411,4.05,0.238,190,,,,186,,0.174,,,,,,530,456,1026,1240,710
2022 Tour of Mesopotamia Stage 3,136.787,2.2,28.3,0.799,134,0.115,,,106,,1.69,,0.172,,,,20,514,1090,1330,1310
2022 Tour of Mesopotamia Stage 4,46.73,4.3,40.2,4.3,40.2,,,,,,2.23,,2.23,,,,10,647,665,370,360
2022 Tour of Qinghai Lake Stage 1,112.37,1.85,19.7,,34.1,2.42,,,14.4,,78.3,,74,,,,-10,2246,2292,480,490
2022 Tour of Qinghai Lake Stage 2,159.112,5.11,11.1,6.39,9.21,0.128,,,0.774,,144,,142,,,,-260,2190,3830,2500,2760
2022 Tour of Qinghai Lake Stage 3,140.055,0.205,3.95,0.205,15.8,,,,11.9,,124,,124,,,,650,2204,3780,2950,2300
2022 Tour of Qinghai Lake Stage 4,147.29,22.4,5.92,,11.8,,,,5.97,,135,,113,,,,360,2787,3726,2090,1730
2022 Tour of Qinghai Lake Stage 5,140.115,,0.515,0.14,45.3,,,,44.9,,94.7,,94.7,,,,-170,3070,3817,970,1140
2022 Tour of Qinghai Lake Stage 6,146.682,0.101,0.281,,27.6,,,,27.3,,119,,119,,,,120,3068,3672,1040,920
2022 Tour of Qinghai Lake Stage 7,101.966,0.766,,0.766,41.1,,,,41.1,,60.1,,60.1,,,,-210,2927,3516,790,1000
2022 Tour of Qinghai Lake Stage 8,134.655,7.86,13.8,0.278,19.1,0.455,,,5.54,,115,,107,,,,140,2680,2823,290,150
2022 Tour of Sakarya Stage 1,105.2,2.55,67.1,4.23,99.5,,1.68,,32.4,,1.47,,1.47,,,,,20,125,1050,1050
2022 Tour of Sakarya Stage 2,152.1,1.63,117,3.12,146,,,,29.8,,3.67,,3.67,,,,,24,372,1890,1890
2022 Tour of Sakarya Stage 3,112.352,0.608,63.4,1,111,,0.392,,47.1,,0.852,,0.852,,,,410,23,695,1280,870
2022 Tour of Sakarya Stage 4,154.863,0.807,77.7,3.97,150,,0.402,,75.3,,0.654,,0.654,,,,,2,170,1070,1070
2022 Tour of Scandinavia - Battle of the North Stage 1,146.142,7.2,73.5,36.6,109,0.153,65.1,,,0.226,0.194,,0.189,,,,10,1,69,830,820
2022 Tour of Scandinavia - Battle of the North Stage 2,153.541,,153,0.323,149,,,,,,0.541,3.64,0.541,,,,,,96,1620,1620
2022 Tour of Scandinavia - Battle of the North Stage 3,118.808,4.38,30.9,3.15,115,0.263,1.71,,81.4,,0.494,,0.155,,,,20,2,91,1010,990
2022 Tour of Scandinavia - Battle of the North Stage 4,119,,62.5,,119,,,,56.5,,,,,,,,-60,51,197,1040,1100
2022 Tour of Scandinavia - Battle of the North Stage 5,126.952,,83.5,6.53,120,,0.652,,42.8,,,,,,,,700,25,791,1750,1050
2022 Tour of Scandinavia - Battle of the North Stage 6,153.859,0.856,42.4,6.14,146,2.13,0.473,,108,,2.14,,,,,,-100,1,205,1350,1450
2022 Tour of Szeklerland Stage 1,92.538,2.31,54.4,9.81,80.4,,0.728,,35.1,,2.31,,,,,,,125,132,140,140
2022 Tour of Szeklerland Stage 2,160.341,2.47,66.7,0.696,159,,3.81,,86.6,,0.761,,0.761,,,,340,325,983,2160,1820
2022 Tour of Szeklerland Stage 3,136.97,4.87,25.1,0.392,127,,,0.434,107,9.09,,,,,,,-130,515,949,850,980
2022 Tour of Szeklerland Stage 4,143.567,,87.1,0.167,143,,0.167,,56.3,,,,,,,,780,462,1325,1840,1060
2022 Tour of Szeklerland Stage 5,150.52,3.41,82,7.3,143,0.12,2.79,,62.2,,,,,,,,180,487,995,1140,960
2022 Tour of Uppsala Stage 1,106.19,2.46,99.7,8.07,95.4,,4.03,2.49,,,0.427,,,0.17,,,30,5,63,530,500
2022 Tour of Uppsala Stage 2,136.728,2.93,125,10.1,121,,8.62,5.12,,,0.722,,0.178,0.17,,,10,7,69,940,930
